name,location,rating,review_count,price,categories,coordinates,latitude,longitude
Pho Vietnam,"1406 Polk St San Francisco, CA 94109",3.5,427,$,Japanese,"{'latitude': 37.789828, 'longitude': -122.420422}",37.789828,-122.420422
Sushi 29,"1647 Solano Ave Berkeley, CA 94707",3.5,203,$$,Japanese,"{'latitude': 37.89132, 'longitude': -122.28342}",37.89132,-122.28342
Noodle Bar and Grill,"631 Broadway St San Francisco, CA 94133",3.5,113,$$,Japanese,"{'latitude': 37.79752, 'longitude': -122.40748}",37.79752,-122.40748
Navin Thai Restaurant,"1059 Powell St San Francisco, CA 94108",4.0,184,$,Japanese,"{'latitude': 37.794544, 'longitude': -122.409887}",37.794544,-122.409887
Bar Bocce,"1250 Bridgeway Sausalito, CA 94965",3.5,945,$$,Japanese,"{'latitude': 37.859618, 'longitude': -122.484816}",37.859618,-122.484816
Boo Koo,"25 Miller Ave Mill Valley, CA 94941",3.0,372,$$,Japanese,"{'latitude': 37.9055746269377, 'longitude': -122.547170672969}",37.9055746269377,-122.547170672969
Spice Kitchen,"432 Sutter St San Francisco, CA 94108",3.5,110,$$,Japanese,"{'latitude': 37.789563735928, 'longitude': -122.407671759525}",37.789563735928,-122.407671759525
Hwaro,"4516 Mission St San Francisco, CA 94112",4.0,211,$$,Japanese,"{'latitude': 37.72564, 'longitude': -122.4343}",37.72564,-122.4343
RT Rotisserie,"101 Oak St San Francisco, CA 94102",4.0,403,$$,Japanese,"{'latitude': 37.7750432, 'longitude': -122.4211143}",37.7750432,-122.4211143
Super Sushi House,"950 King Dr Ste 104 Daly City, CA 94015",3.0,71,$$,Japanese,"{'latitude': 37.651457, 'longitude': -122.468527}",37.651457,-122.468527
Boiling Szechuan Hotpot,"103 El Camino Real Millbrae, CA 94030",4.0,124,$$,Japanese,"{'latitude': 37.5993392937915, 'longitude': -122.388788332506}",37.5993392937915,-122.388788332506
Aki Japanese Restaurant,"2505 Hearst Ave Ste C Berkeley, CA 94709",3.0,91,$,Japanese,"{'latitude': 37.8753699, 'longitude': -122.25976}",37.8753699,-122.25976
SEAGLASS Restaurant,"Pier 15 San Francisco, CA 94111",2.5,111,$$,Japanese,"{'latitude': 37.8023690160952, 'longitude': -122.396816495255}",37.8023690160952,-122.396816495255
K. Grill & Tofu House,"617 San Mateo Ave San Bruno, CA 94066",4.0,517,$$,Japanese,"{'latitude': 37.62681, 'longitude': -122.41148}",37.62681,-122.41148
Monkey King Pub & Grub,"1315 Park St Alameda, CA 94501",3.5,1100,$$,Japanese,"{'latitude': 37.76297, 'longitude': -122.24407}",37.76297,-122.24407
Pho #1,"2571 San Bruno Ave San Francisco, CA 94134",3.0,202,$,Japanese,"{'latitude': 37.72934, 'longitude': -122.404}",37.72934,-122.404
Sushi California,"2033 Martin Luther King Jr Way Berkeley, CA 94704",4.0,256,$$,Japanese,"{'latitude': 37.871143, 'longitude': -122.2727818}",37.871143,-122.2727818
Itaba Kitchen & Sushi Bar,"3920 Piedmont Ave Oakland, CA 94611",3.5,268,$$,Japanese,"{'latitude': 37.8250657070172, 'longitude': -122.254001274705}",37.8250657070172,-122.254001274705
Bart Grocery & BBQ,"108 Los Olivos Ave Daly City, CA 94014",4.5,763,$,Japanese,"{'latitude': 37.70578, 'longitude': -122.4641}",37.70578,-122.4641
Poke Lab Fish Bar,"1069 El Camino Real Millbrae, CA 94030",4.0,259,$$,Japanese,"{'latitude': 37.6063567, 'longitude': -122.3977282}",37.6063567,-122.3977282
Ben Tre Vietnamese Homestyle Cuisine,"219 El Camino Real Millbrae, CA 94030",4.0,819,$$,Japanese,"{'latitude': 37.60052, 'longitude': -122.39033}",37.60052,-122.39033
Sorabol Korean Restaurant,"845 Market St San Francisco, CA 94103",3.0,546,$$,Japanese,"{'latitude': 37.784621, 'longitude': -122.40634}",37.784621,-122.40634
Shiba Ramen,"1438 Broadway Oakland, CA 94612",4.0,233,$$,Japanese,"{'latitude': 37.8048341456759, 'longitude': -122.270642705262}",37.8048341456759,-122.270642705262
Olive Garden Italian Restaurant,"3251 20th Ave San Francisco, CA 94132",3.0,1137,$$,Japanese,"{'latitude': 37.7273592696199, 'longitude': -122.47638172212}",37.7273592696199,-122.47638172212
Hunan Cafe 2,"4450 Cabrillo St San Francisco, CA 94121",4.0,389,$,Japanese,"{'latitude': 37.773535, 'longitude': -122.506693}",37.773535,-122.506693
Carbon Grill,"852 Clement St San Francisco, CA 94118",3.5,459,$$,Japanese,"{'latitude': 37.7827961292364, 'longitude': -122.468656725813}",37.7827961292364,-122.468656725813
310 Eatery,"747 San Pablo Ave Albany, CA 94706",4.5,737,$$,Japanese,"{'latitude': 37.89241, 'longitude': -122.29927}",37.89241,-122.29927
Bullshead Restaurant,"840 Ulloa St San Francisco, CA 94127",4.0,813,$$,Japanese,"{'latitude': 37.740895, 'longitude': -122.465527}",37.740895,-122.465527
Green Bamboo,"1240 Noriega St San Francisco, CA 94122",3.0,176,$,Japanese,"{'latitude': 37.75446, 'longitude': -122.47712}",37.75446,-122.47712
Kobe-Ya,"2300 Encinal Ave Alameda, CA 94501",3.0,175,$,Japanese,"{'latitude': 37.762923108292, 'longitude': -122.24532878164}",37.762923108292,-122.24532878164
Bulls Head Sushi,"819 Mitten Rd Burlingame, CA 94010",4.0,123,$$,Japanese,"{'latitude': 37.601466, 'longitude': -122.37243}",37.601466,-122.37243
Seoul Garden,"22 Peace Plz San Francisco, CA 94115",3.0,396,$$,Japanese,"{'latitude': 37.7851799, 'longitude': -122.4292}",37.7851799,-122.4292
Shogun Japanese Sushi & Grill,"3417 Grand Ave Oakland, CA 94610",4.0,373,$$,Japanese,"{'latitude': 37.8141354, 'longitude': -122.2465529}",37.8141354,-122.2465529
Just Won Ton,"1241 Vicente St San Francisco, CA 94116",3.5,263,$,Japanese,"{'latitude': 37.73887, 'longitude': -122.4804}",37.73887,-122.4804
Kukje Market Restaurant,"2350 Junipero Serra Blvd Daly City, CA 94015",3.0,268,$$,Japanese,"{'latitude': 37.6941611, 'longitude': -122.4711649}",37.6941611,-122.4711649
Coach Sushi,"532 Grand Ave Oakland, CA 94610",3.5,920,$$,Japanese,"{'latitude': 37.80894, 'longitude': -122.25083}",37.80894,-122.25083
Shandong Restaurant,"328 10th St Ste 101 Oakland, CA 94607",4.0,2859,$$,Japanese,"{'latitude': 37.800607171031, 'longitude': -122.26986193448}",37.800607171031,-122.26986193448
Gogi Time,"2600 Telegraph Ave Oakland, CA 94612",4.0,1581,$$,Japanese,"{'latitude': 37.815621, 'longitude': -122.26761}",37.815621,-122.26761
Golden Coast Restaurant,"1540 Ocean Ave San Francisco, CA 94112",3.0,96,$$,Japanese,"{'latitude': 37.724716, 'longitude': -122.458885}",37.724716,-122.458885
Ichiban Restaurant,"120 Hazelwood Dr South San Francisco, CA 94080",2.5,44,$$,Japanese,"{'latitude': 37.6423115, 'longitude': -122.4261475}",37.6423115,-122.4261475
King of Noodles,"1639 Irving St San Francisco, CA 94122",3.5,722,$,Japanese,"{'latitude': 37.76338, 'longitude': -122.47567}",37.76338,-122.47567
HD Rice Noodle,"1395 Noriega St San Francisco, CA 94122",3.5,80,$,Japanese,"{'latitude': 37.754, 'longitude': -122.4784023}",37.754,-122.4784023
Naked Fish Millbrae,"979 Broadway Millbrae, CA 94030",3.0,390,$$,Japanese,"{'latitude': 37.604522, 'longitude': -122.396784}",37.604522,-122.396784
Skates On The Bay,"100 Seawall Dr Berkeley, CA 94710",3.5,2295,$$$,Japanese,"{'latitude': 37.8636642673049, 'longitude': -122.318035600974}",37.8636642673049,-122.318035600974
Golden Moon Restaurant,"2511 Geneva Ave Daly City, CA 94014",3.5,102,$$,Japanese,"{'latitude': 37.7076569, 'longitude': -122.4172516}",37.7076569,-122.4172516
Boiling BeiJing,"649 San Mateo Ave San Bruno, CA 94066",4.0,513,$$,Japanese,"{'latitude': 37.62741, 'longitude': -122.41154}",37.62741,-122.41154
Dojo Dog,"1910 Fifth St Berkeley, CA 94710",4.0,134,$,Japanese,"{'latitude': 37.866575, 'longitude': -122.29939}",37.866575,-122.29939
Samurai Sushi Boat,"3336 Grand Ave Oakland, CA 94610",3.5,375,$$,Japanese,"{'latitude': 37.81321, 'longitude': -122.24646}",37.81321,-122.24646
Sushi Villa,"367 17th St Oakland, CA 94612",3.5,51,$,Japanese,"{'latitude': 37.8058575170429, 'longitude': -122.267804120736}",37.8058575170429,-122.267804120736
Tomokazu Japanese Cuisine,"780 S Airport Blvd International Terminal G South San Francisco, CA 94128",2.5,459,$$,Japanese,"{'latitude': 37.617777402639, 'longitude': -122.391757653802}",37.617777402639,-122.391757653802
McCormick & Kuleto's Seafood & Steaks,"900 N Point St San Francisco, CA 94109",3.0,1238,$$$,Japanese,"{'latitude': 37.805851, 'longitude': -122.422757}",37.805851,-122.422757
Top of the Mark,"999 California St Fl 19 Intercontinental Mark Hopkins San Francisco, CA 94108",3.5,1324,$$$,Japanese,"{'latitude': 37.791995, 'longitude': -122.410223}",37.791995,-122.410223
Belly,"1901 San Pablo Ave Oakland, CA 94612",4.0,1632,$$,Japanese,"{'latitude': 37.80918, 'longitude': -122.27319}",37.80918,-122.27319
Seoul of Taipei,"South San Francisco, CA 94080",4.0,80,$$,Japanese,"{'latitude': 37.65736, 'longitude': -122.4176}",37.65736,-122.4176
Green Papaya,"825 Mission St San Francisco, CA 94103",3.0,493,$$,Japanese,"{'latitude': 37.7839106676974, 'longitude': -122.404756595333}",37.7839106676974,-122.404756595333
Bund Shanghai,"640 Jackson St San Francisco, CA 94133",3.5,582,$$,Japanese,"{'latitude': 37.79636, 'longitude': -122.40597}",37.79636,-122.40597
Quickly,"2116 Irving St San Francisco, CA 94122",2.5,399,$,Japanese,"{'latitude': 37.7635499240053, 'longitude': -122.480735656075}",37.7635499240053,-122.480735656075
Thai Thai Noodle,"1400 California St San Francisco, CA 94109",3.5,325,$$,Japanese,"{'latitude': 37.7911221995469, 'longitude': -122.417676759247}",37.7911221995469,-122.417676759247
Lin Jia Asian Kitchen,"3437 Lakeshore Ave Oakland, CA 94610",4.0,435,$$,Japanese,"{'latitude': 37.81159, 'longitude': -122.24264}",37.81159,-122.24264
OBTOWN - Oriental BBQ Chicken Town,"6101 Telegraph Ave Oakland, CA 94609",3.5,782,$$,Japanese,"{'latitude': 37.84741, 'longitude': -122.26122}",37.84741,-122.26122
AZIT,"4390 Telegraph Ave Ste A Oakland, CA 94609",4.5,514,$$,Japanese,"{'latitude': 37.8320999, 'longitude': -122.26308}",37.8320999,-122.26308
Sheba Piano Lounge,"1419 Fillmore St San Francisco, CA 94115",4.0,584,$$,Japanese,"{'latitude': 37.7827436889299, 'longitude': -122.432839788504}",37.7827436889299,-122.432839788504
Bobo's,"1450 Lombard St San Francisco, CA 94123",4.0,2077,$$$,Japanese,"{'latitude': 37.8014088795149, 'longitude': -122.425744103705}",37.8014088795149,-122.425744103705
Katsu Sushi House,"1465 Webster St Alameda, CA 94501",3.0,324,$$,Japanese,"{'latitude': 37.773191392179, 'longitude': -122.2770087125}",37.773191392179,-122.2770087125
Shooting Star Cafe,"1022 Webster St Oakland, CA 94607",3.5,1355,$$,Japanese,"{'latitude': 37.800992, 'longitude': -122.2701305}",37.800992,-122.2701305
The Old Siam Thai Restaurant,"201 Ellis St San Francisco, CA 94102",3.5,610,$$,Japanese,"{'latitude': 37.7851623, 'longitude': -122.4096288}",37.7851623,-122.4096288
King of Thai Noodle Cafe,"1541 Taraval St San Francisco, CA 94116",3.0,612,$,Japanese,"{'latitude': 37.742553, 'longitude': -122.482713}",37.742553,-122.482713
Sushi Machi,"San Francisco International Airport Terminal G San Francisco, CA 94128",2.5,21,$$,Japanese,"{'latitude': 37.6165177956187, 'longitude': -122.388885326312}",37.6165177956187,-122.388885326312
Hon's Wun-Tun House,"648 Kearny St San Francisco, CA 94108",3.5,541,$,Japanese,"{'latitude': 37.7942528195258, 'longitude': -122.404613666865}",37.7942528195258,-122.404613666865
Mango Medley,"339 Taraval St San Francisco, CA 94116",3.0,414,$$,Japanese,"{'latitude': 37.74305, 'longitude': -122.46983}",37.74305,-122.46983
Martuni's,"4 Valencia St San Francisco, CA 94103",4.0,834,$$,Japanese,"{'latitude': 37.7721648276635, 'longitude': -122.422752878679}",37.7721648276635,-122.422752878679
Itani Ramen,"1736 Telegraph Ave Oakland, CA 94612",3.5,492,$$,Japanese,"{'latitude': 37.8074912866942, 'longitude': -122.270034165142}",37.8074912866942,-122.270034165142
Binh Minh Quan,"338 12th St Oakland, CA 94607",4.0,600,$$,Japanese,"{'latitude': 37.8019186109304, 'longitude': -122.269302606583}",37.8019186109304,-122.269302606583
Pyeong Chang Tofu House - Oakland,"4701 Telegraph Ave Oakland, CA 94609",4.0,792,$$,Japanese,"{'latitude': 37.83451, 'longitude': -122.2634}",37.83451,-122.2634
Sushi Secrets,"2110 Shattuck Ave Berkeley, CA 94704",3.5,323,$,Japanese,"{'latitude': 37.8708687, 'longitude': -122.2685699}",37.8708687,-122.2685699
Yammy Sushi,"195 El Cerrito Plz El Cerrito, CA 94530",2.5,221,$$,Japanese,"{'latitude': 37.898721, 'longitude': -122.300068}",37.898721,-122.300068
Poki Lab,"2661 Blanding Ave Ste E Alameda, CA 94501",4.5,117,$$,Japanese,"{'latitude': 37.7683336, 'longitude': -122.2331665}",37.7683336,-122.2331665
Co Nam,"1653 Polk St San Francisco, CA 94109",3.5,424,$$,Japanese,"{'latitude': 37.7921731, 'longitude': -122.42106}",37.7921731,-122.42106
Lei Feng Food Truck,"779-47TH Ave San Francisco, CA 94116",3.0,14,$$,Japanese,"{'latitude': 37.7738251, 'longitude': -122.5080696}",37.7738251,-122.5080696
Bhugay's Sushi To Go,"1200 Clay St Ste 150 Oakland, CA 94612",3.5,43,$,Japanese,"{'latitude': 37.804338, 'longitude': -122.27351}",37.804338,-122.27351
EPIC Steak,"369 The Embarcadero San Francisco, CA 94105",3.5,2238,$$$,Japanese,"{'latitude': 37.7908179090105, 'longitude': -122.389448990853}",37.7908179090105,-122.389448990853
Spoon Korean Bistro,"933 Ashby Ave Berkeley, CA 94710",4.0,795,$$,Japanese,"{'latitude': 37.8516502, 'longitude': -122.289917}",37.8516502,-122.289917
Poke Parlor,"2485 Telegraph Ave Berkeley, CA 94704",4.0,234,$$,Japanese,"{'latitude': 37.8654484781253, 'longitude': -122.258416481482}",37.8654484781253,-122.258416481482
Seasons of Japan,"2122 Shattuck Ave Berkeley, CA 94704",3.0,233,$,Japanese,"{'latitude': 37.8706461097353, 'longitude': -122.268250845373}",37.8706461097353,-122.268250845373
Kirin,"1767 Solano Ave Berkeley, CA 94707",3.5,298,$$,Japanese,"{'latitude': 37.8910779143726, 'longitude': -122.282617092133}",37.8910779143726,-122.282617092133
Ninna Restaurant,"4066 Piedmont Ave Oakland, CA 94611",4.5,214,$$,Japanese,"{'latitude': 37.8260548, 'longitude': -122.2526194}",37.8260548,-122.2526194
Japan Town Sushi,"1581 Webster St San Francisco, CA 94115",1.0,3,$,Japanese,"{'latitude': 37.7852337, 'longitude': -122.4315788}",37.7852337,-122.4315788
One Boiling Pot Mixian Noodles,"1155 Taraval St San Francisco, CA 94116",3.0,111,$$,Japanese,"{'latitude': 37.7428389158481, 'longitude': -122.478839121759}",37.7428389158481,-122.478839121759
House Of Prime Rib,"1906 Van Ness Ave San Francisco, CA 94109",4.0,7062,$$$,Japanese,"{'latitude': 37.79338, 'longitude': -122.4225}",37.79338,-122.4225
Asian Pearl Seafood Restaurant,"1671 El Camino Real Millbrae, CA 94030",2.5,635,$$,Japanese,"{'latitude': 37.613423, 'longitude': -122.404887}",37.613423,-122.404887
Koryo Jajang,"4390 Telegraph Ave Ste B Oakland, CA 94609",4.0,484,$$,Japanese,"{'latitude': 37.8320999, 'longitude': -122.26308}",37.8320999,-122.26308
Castagnola's,"286 Jefferson St San Francisco, CA 94133",2.5,661,$$,Japanese,"{'latitude': 37.8081022, 'longitude': -122.4175276}",37.8081022,-122.4175276
Bowl'd Korean Rice Bar,"1479 Solano Ave Albany, CA 94706",4.0,1124,$$,Japanese,"{'latitude': 37.8911161, 'longitude': -122.2882947}",37.8911161,-122.2882947
Kevin & Chris’s Noodle House,"85 Southgate Ave Daly City, CA 94015",3.0,1174,$,Japanese,"{'latitude': 37.6979402, 'longitude': -122.4815727}",37.6979402,-122.4815727
Super Super Restaurant,"1428 San Pablo Ave Berkeley, CA 94702",4.0,306,$,Japanese,"{'latitude': 37.8776385324438, 'longitude': -122.295125238597}",37.8776385324438,-122.295125238597
Bears Ramen House,"2521 Durant Ave Berkeley, CA 94701",3.5,424,$,Japanese,"{'latitude': 37.86821, 'longitude': -122.25803}",37.86821,-122.25803
Bowl’d BBQ,"2201D S Shore Center Dr Alameda, CA 94501",4.0,450,$$,Japanese,"{'latitude': 37.7575664691313, 'longitude': -122.25219078362}",37.7575664691313,-122.25219078362
Xyclo,"4218 Piedmont Ave Oakland, CA 94611",4.0,614,$$,Japanese,"{'latitude': 37.8277091946053, 'longitude': -122.25044131279}",37.8277091946053,-122.25044131279
Momo Island,"2107 Addison St Berkeley, CA 94704",3.5,70,$,Japanese,"{'latitude': 37.87144, 'longitude': -122.26742}",37.87144,-122.26742
Poke Bowl,"1250 Ocean Ave San Francisco, CA 94112",3.5,185,$,Japanese,"{'latitude': 37.7239198, 'longitude': -122.4556272}",37.7239198,-122.4556272
Pho Ha Tien,"1900 Ocean Ave San Francisco, CA 94127",3.5,590,$,Japanese,"{'latitude': 37.72547, 'longitude': -122.46219}",37.72547,-122.46219
Toomie's Thai By Mee Choke,"1433 Park St Alameda, CA 94501",4.0,637,$$,Japanese,"{'latitude': 37.765064777203, 'longitude': -122.24229974428}",37.765064777203,-122.24229974428
Monkey King At the Brewery,"1708 Park St Ste 120 Alameda, CA 94501",4.0,338,$$,Japanese,"{'latitude': 37.7682575583458, 'longitude': -122.239335626364}",37.7682575583458,-122.239335626364
Berkeley Social Club,"2050 University Ave Berkeley, CA 94704",4.0,1156,$$,Japanese,"{'latitude': 37.8718158, 'longitude': -122.2696171}",37.8718158,-122.2696171
BopShop Korean Kitchen,"1823 Solano Ave Berkeley, CA 94707",4.0,111,$$,Japanese,"{'latitude': 37.89164, 'longitude': -122.27926}",37.89164,-122.27926
Sabuy Sabuy II,"1233 San Pablo Ave Berkeley, CA 94706",4.0,369,$$,Japanese,"{'latitude': 37.88115, 'longitude': -122.29565}",37.88115,-122.29565
Royal Rangoon,"2826 Telegraph Ave Berkeley, CA 94705",4.0,618,$$,Japanese,"{'latitude': 37.858954, 'longitude': -122.259683}",37.858954,-122.259683
Sixteen Mile House,"448 Broadway Millbrae, CA 94030",3.5,320,$$$,Japanese,"{'latitude': 37.602268, 'longitude': -122.393081}",37.602268,-122.393081
Poke Zone,"329 11th St Oakland, CA 94607",4.0,188,$$,Japanese,"{'latitude': 37.8009935192513, 'longitude': -122.269630104551}",37.8009935192513,-122.269630104551
Restaurant Peony,"388 9th St Ste 288 Oakland, CA 94607",3.0,774,$$,Japanese,"{'latitude': 37.80044, 'longitude': -122.27184}",37.80044,-122.27184
Feinstein's at the Nikko,"222 Mason St San Francisco, CA 94102",3.5,85,$$$,Japanese,"{'latitude': 37.7861402407655, 'longitude': -122.409087941051}",37.7861402407655,-122.409087941051
Kimchi Garden,"2517 Durant Ave Ste B Berkeley, CA 94704",3.5,322,$$,Japanese,"{'latitude': 37.86818, 'longitude': -122.25826}",37.86818,-122.25826
Gourmet Village,"465 Broadway Millbrae, CA 94030",3.0,180,$$,Japanese,"{'latitude': 37.6021, 'longitude': -122.3937}",37.6021,-122.3937
Bonchon - Berkeley,"2050 Berkeley Way Berkeley, CA 94704",3.5,459,$$,Japanese,"{'latitude': 37.8727795557954, 'longitude': -122.268942184746}",37.8727795557954,-122.268942184746
Chengdu Style Restaurant,"2600 Bancroft Way Berkeley, CA 94704",3.5,327,$$,Japanese,"{'latitude': 37.86876, 'longitude': -122.25655}",37.86876,-122.25655
Charley's Philly Steaks,"845 Market St San Francisco, CA 94103",3.0,118,$,Japanese,"{'latitude': 37.784433, 'longitude': -122.405833}",37.784433,-122.405833
Toast Deli,"950 King Dr Ste 125 Daly City, CA 94015",4.0,575,$$,Japanese,"{'latitude': 37.6517644391913, 'longitude': -122.467814672214}",37.6517644391913,-122.467814672214
Poké Bar,"2433 Durant Ave Ste E Berkeley, CA 94704",4.5,175,$$,Japanese,"{'latitude': 37.867982, 'longitude': -122.259899}",37.867982,-122.259899
Dee Spot,"1195 65th St Ste A Emeryville, CA 94608",4.0,90,$,Japanese,"{'latitude': 37.8473, 'longitude': -122.2879}",37.8473,-122.2879
Party Sushi,"1776 Shattuck Ave Berkeley, CA 94709",3.5,239,$$,Japanese,"{'latitude': 37.8752509, 'longitude': -122.2689199}",37.8752509,-122.2689199
Le Cheval,"1007 Clay St Oakland, CA 94607",3.5,1370,$$,Japanese,"{'latitude': 37.802757688759, 'longitude': -122.275388805179}",37.802757688759,-122.275388805179
Baby Cafe,"358 11th St Oakland, CA 94607",3.5,142,$,Japanese,"{'latitude': 37.8015531, 'longitude': -122.2703148}",37.8015531,-122.2703148
Tokyo Grill,"88 Serramonte Ctr Daly City, CA 94015",3.0,94,$,Japanese,"{'latitude': 37.6716564231181, 'longitude': -122.471738573572}",37.6716564231181,-122.471738573572
Val's Steak House Restaurant & Lounge,"2468 Junipero Serra Blvd Daly City, CA 94015",3.5,462,$$,Japanese,"{'latitude': 37.691611, 'longitude': -122.4715}",37.691611,-122.4715
Beta Lounge,"2129 Durant Ave Berkeley, CA 94704",4.0,345,$$,Japanese,"{'latitude': 37.8670247, 'longitude': -122.2660986}",37.8670247,-122.2660986
Poki Poke,"1941 University Ave Berkeley, CA 94704",4.0,161,$$,Japanese,"{'latitude': 37.87196, 'longitude': -122.27209}",37.87196,-122.27209
La Marcha Tapas Bar,"2026 San Pablo Ave Berkeley, CA 94702",4.0,837,$$,Japanese,"{'latitude': 37.868586, 'longitude': -122.292374}",37.868586,-122.292374
Red Bowl Noodles,"6917 Mission St Daly City, CA 94014",3.0,267,$,Japanese,"{'latitude': 37.6967999469552, 'longitude': -122.463159970361}",37.6967999469552,-122.463159970361
W XYZ Bar,"401 East Millbrae Ave Aloft SFO Millbrae, CA 94030",4.0,25,$$,Japanese,"{'latitude': 37.60277, 'longitude': -122.37761}",37.60277,-122.37761
Ark Chinese Restaurant,"1405 Park St Alameda, CA 94501",3.5,554,$$,Japanese,"{'latitude': 37.76454, 'longitude': -122.24277}",37.76454,-122.24277
Vanessa's Bistro,"1715 Solano Ave Berkeley, CA 94707",4.0,449,$$,Japanese,"{'latitude': 37.891806, 'longitude': -122.282299}",37.891806,-122.282299
Kuya's Asian Cuisine,"460 San Mateo Ave San Bruno, CA 94066",3.5,588,$$,Japanese,"{'latitude': 37.623286, 'longitude': -122.411004}",37.623286,-122.411004
Mei Mei Restaurant,"2522 Santa Clara Ave Alameda, CA 94501",2.5,71,$$,Japanese,"{'latitude': 37.7639841195359, 'longitude': -122.239301092923}",37.7639841195359,-122.239301092923
Seoul Kalbi Korean BBQ,"1610 El Camino Real San Bruno, CA 94066",3.5,625,$$,Japanese,"{'latitude': 37.6132, 'longitude': -122.40388}",37.6132,-122.40388
Buffet Fortuna,"800 Broadway St Oakland, CA 94607",3.0,294,$$,Japanese,"{'latitude': 37.8002265, 'longitude': -122.2735461}",37.8002265,-122.2735461
International Tofu House,"2350 Junipero Serra Blvd Daly City, CA 94015",3.0,104,$$,Japanese,"{'latitude': 37.6941611, 'longitude': -122.4711649}",37.6941611,-122.4711649
9 Noodle House,"9 Hillcrest Blvd Millbrae, CA 94030",3.5,107,$$,Japanese,"{'latitude': 37.6019117668403, 'longitude': -122.39204518497}",37.6019117668403,-122.39204518497
La Petite Camille,"170 El Camino Real Millbrae, CA 94030",3.5,619,$$,Japanese,"{'latitude': 37.6, 'longitude': -122.38849}",37.6,-122.38849
Monster Pho,"3905 Broadway Oakland, CA 94611",4.0,990,$$,Japanese,"{'latitude': 37.82707, 'longitude': -122.25744}",37.82707,-122.25744
Ruth's Chris Steak House,"1601 Van Ness Ave San Francisco, CA 94109",4.0,2089,$$$,Japanese,"{'latitude': 37.7905481, 'longitude': -122.4226117}",37.7905481,-122.4226117
Ying Kee Restaurant,"387 9th St Oakland, CA 94607",3.5,156,$,Japanese,"{'latitude': 37.80007, 'longitude': -122.27182}",37.80007,-122.27182
Tastebuds,"582 San Bruno Ave W San Bruno, CA 94066",3.0,348,$$,Japanese,"{'latitude': 37.62935, 'longitude': -122.41589}",37.62935,-122.41589
Bowl'd BBQ,"4869 Telegraph Ave Oakland, CA 94609",4.0,586,$$,Japanese,"{'latitude': 37.835344, 'longitude': -122.263}",37.835344,-122.263
Morton's The Steakhouse,"400 Post St Lower Level San Francisco, CA 94102",3.5,1220,$$$$,Japanese,"{'latitude': 37.7884113504782, 'longitude': -122.409004122019}",37.7884113504782,-122.409004122019
Poke Koma,"1354 Park St Alameda, CA 94501",4.5,381,$$,Japanese,"{'latitude': 37.7638608715403, 'longitude': -122.242943868041}",37.7638608715403,-122.242943868041
Abigail's Moroccan Cuisine,"1132 Ballena Blvd Alameda, CA 94501",4.5,370,$,Japanese,"{'latitude': 37.766354, 'longitude': -122.2880167}",37.766354,-122.2880167
Durant Square - Asian Ghetto,"2519-2521 Durant Ave Berkeley, CA 94704",3.5,89,$,Japanese,"{'latitude': 37.86821, 'longitude': -122.25803}",37.86821,-122.25803
BB Bowl,"2601 Blanding Ave Ste B Alameda, CA 94501",4.0,203,$,Japanese,"{'latitude': 37.7690789854244, 'longitude': -122.232730016112}",37.7690789854244,-122.232730016112
Pho Ao Sen,"1139 E 12th St Oakland, CA 94606",3.5,866,$$,Japanese,"{'latitude': 37.79003, 'longitude': -122.24963}",37.79003,-122.24963
Zabu Zabu,"1919 Addison St Ste 102 Berkeley, CA 94704",3.5,827,$$,Japanese,"{'latitude': 37.87118, 'longitude': -122.27189}",37.87118,-122.27189
Bangkok Noodles & Thai BBQ,"1958 Shattuck Ave Berkeley, CA 94704",3.5,522,$,Japanese,"{'latitude': 37.8727432, 'longitude': -122.2686296}",37.8727432,-122.2686296
Kana Japanese Cuisine,"Oakland, CA 94620",1.0,1,$$$,Japanese,"{'latitude': 37.82748, 'longitude': -122.25389}",37.82748,-122.25389
HS Cafe,"328 Broadway Millbrae, CA 94030",2.5,261,$,Japanese,"{'latitude': 37.601228, 'longitude': -122.3918088}",37.601228,-122.3918088
Hashtag Poki,"3075 Telegraph Ave Berkeley, CA 94705",4.5,299,$$,Japanese,"{'latitude': 37.8543424357066, 'longitude': -122.259719409049}",37.8543424357066,-122.259719409049
Thai Basil Cuisine,"2519 Durant Ave Ste F Berkeley, CA 94704",3.5,932,$$,Japanese,"{'latitude': 37.86816, 'longitude': -122.258125}",37.86816,-122.258125
"The Noodle, Thai Restaurant","1936 Shattuck Ave Berkeley, CA 94704",4.0,775,$,Japanese,"{'latitude': 37.8731939002629, 'longitude': -122.268807}",37.8731939002629,-122.268807
Buckeye Roadhouse,"15 Shoreline Hwy Mill Valley, CA 94941",4.0,1340,$$$,Japanese,"{'latitude': 37.878429, 'longitude': -122.51637}",37.878429,-122.51637
Chai Thai Noodles - Oakland,"545 International Blvd Ste B Oakland, CA 94606",4.0,886,$$,Japanese,"{'latitude': 37.794959, 'longitude': -122.253372}",37.794959,-122.253372
District Oakland,"827 Washington St Oakland, CA 94607",4.0,735,$$,Japanese,"{'latitude': 37.80126, 'longitude': -122.27498}",37.80126,-122.27498
Got Pho,"1230 El Camino Real Ste D San Bruno, CA 94066",3.5,233,$,Japanese,"{'latitude': 37.639604, 'longitude': -122.420744}",37.639604,-122.420744
